Kode Indikator,Nama Indikator,Parent/ Child,Definisi,Rumus Perhitungan,Klasifikasi,Satuan,Indikator RPJPN,Indikator RPJMN,Indikator SDGs,Indikator SIPD,Tagging RAD,Has Child?
09.02.007,Aset Perbankan/PDB,Parent,"Aset perbankan terdiri dari aset produktif dan aset non produktif. Aset Produktif adalah penanaman dana Bank baik dalam rupiah maupun valuta asing untuk memperoleh penghasilan, dalam bentuk pembiayaan, surat berharga syariah, penempatan pada Bank Indonesia dan pemerintah, tagihan atas surat berharga syariah yang dibeli dengan janji dijual kembali (reverse repurchase agreement), tagihan akseptasi, tagihan derivatif, penyertaan, penempatan pada Bank lain, transaksi rekening administratif, dan bentuk penyediaan dana lainnya yang dapat dipersamakan dengan itu. Sedangkan aset Non Produktif adalah aset Bank selain Aset Produktif yang memiliki potensi kerugian, antara lain dalam bentuk agunan yang diambil alih, properti terbengkalai, serta rekening antar kantor dan rekening tunda (suspense account). Dari sisi penghitungan, aset perbankan adalah total aset perbankan nasional yang terdiri dari aset Bank Umum (termasuk Bank Umum Syariah dan Unit Usaha Syariah) dan Bank Perekonomian Rakyat (BPR-BPRS). PDB pada dasarnya merupakan jumlah nilai tambah yang dihasilkan oleh seluruh unit usaha dalam suatu negara tertentu, atau merupakan jumlah nilai barang dan jasa akhir yang dihasilkan oleh seluruh unit ekonomi. PDB atas dasar harga berlaku menggambarkan nilai tambah barang dan jasa yang dihitung menggunakan harga yang berlaku pada setiap tahun. Aset Perbankan/PDB (%) menunjukkan persentase rasio total aset perbankan terhadap PDB (atas dasar harga berlaku) pada suatu waktu tertentu.","Aset Perbankan = Terdiri dari aset Bank Umum (termasuk Bank Umum Syariah dan Unit Usaha Syariah) dan aset BPR-BPRS PDB = Produk Domestik Bruto (atas dasar harga berlaku)

Rasio Aset Perbankan terhadap PDB dihitung dengan rumus:?
Rasio Aset Perbankan/PDB (%) = (Total Aset Perbankan / PDB) x 100%","Wilayah Administrasi: Nasional, Provinsi",persen,33a - Aset Perbankan/PDB (%),03.04.01.01 - Aset Perbankan/PDB,,,KEUANGAN,No
09.02.008,Aset Wakaf Uang/PDB,Parent,Aset wakaf uang/PDB adalah rasio yang mengukur kontribusi nilai aset wakaf uang terhadap Produk Domestik Bruto (PDB) nasional.,Total aset wakaf produktif (akumulasi) dibagi dengan total PDB Indonesia dalam periode tahun yang sama.,"Wilayah Administrasi: Nasional, Provinsi",persen,,02.13.05.01.02 - Aset Wakaf Uang/PDB (%),,,KEUANGAN,No
09.02.009,Densitas Dana Pensiun,Parent,Mengukur rata - rata jumlah iuran dana pensiun yang dibayarkan oleh setiap pekerja,Jumlah iuran dana pensiun setahun/ Jumlah angkatan kerja,"Wilayah Administrasi: Nasional, Provinsi",juta rupiah,,03.04.02.01.01 - Densitas Dana Pensiun,,,KEUANGAN,No
09.02.010,Deviasi realisasi belanja terhadap belanja total dalam APBD,Parent,Definisi operasional deviasi realisasi belanja terhadap belanja total dalam Anggaran Pendapatan dan Belanja Daerah (APBD) adalah sebagai berikut: Deviasi Realisasi Belanja: Selisih antara belanja yang sebenarnya dilakukan (realisasi belanja) dengan anggaran belanja yang telah ditetapkan dalam APBD. Ini dapat diukur untuk melihat sejauh mana pelaksanaan belanja sesuai dengan rencana anggaran. Belanja Total dalam APBD: Jumlah seluruh belanja yang direncanakan dan dianggarkan dalam APBD untuk suatu periode tertentu.,,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000451 - Budget execution: Deviasi realisasi belanja terhadap belanja totaldalam APBD
000536 - Deviasi realisasi belanja terhadap belanja total dalam APBD",KEUANGAN,No
09.02.011,Deviasi realisasi PAD terhadap anggaran PAD dalam APBD,Parent,Deviasi Realisasi PAD terhadap Anggaran PAD dalam APBD merujuk pada perbedaan antara nilai sebenarnya dari pendapatan asli daerah (PAD) yang diperoleh oleh pemerintah daerah dan nilai PAD yang direncanakan dalam anggaran pendapatan dan belanja daerah (APBD). Definisi ini mengukur seberapa besar ketidaksesuaian antara pendapatan yang direalisasikan dan anggaran yang telah ditetapkan untuk periode tertentu. Dalam istilah operasional: Ralisasi PAD: Nilai pendapatan asli daerah yang diterima selama periode anggaran. Anggaran PAD: Nilai pendapatan asli daerah yang telah direncanakan dan disetujui dalam APBD. Deviasi: Selisih antara nilai ralisasi PAD dan anggaran PAD.,,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000452 - Revenue mobilization: Deviasi realisasi PAD terhadap anggaran PAD dalam APBD
000537 - Deviasi realisasi PAD terhadap anggaran PAD dalam APBD",KEUANGAN,No
09.02.012,Imbal Hasil (Yield) SBN,Parent,imbal hasil atau keuntungan yang diperoleh dari pembelian SBN,Nilai Kupon dibagi Harga SBN,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.14.01.01.01 - Imbal Hasil (Yield) SBN,,,KEUANGAN,No
09.02.013,Indeks Efektivitas Kebijakan Belanja Negara,Parent,"Peningkatan kualitas Belanja Negara (spending better) adalah peningkatan efisiensi dan efektivitas belanja, sehingga dengan alokasi yang terbatas dapat menjadi lebih berdaya guna dan diarahkan untuk mendukung pertumbuhan ekonomi yang inklusif dan berkelanjutan dengan fokus mendukung prioritas pembangunan dan berorientasi pada hasil. Selanjutnya, untuk pembangunan yang lebih optimal maka pemerintah daerah didorong untuk melakukan sinergi pendanaan. Sinergi Pendanaan adalah sinergi sumber-sumber pendanaan dari APBD (PAD, TKD, dan/atau Pembiayaan Utang Daerah) dan selain APBD (kerja sama dengan pihak swasta, badan usaha milik negara, BUMD, dan/atau Pemerintah Daerah lainnya) dalam rangka percepatan penyediaan infrastruktur untuk pelaksanaan program prioritas nasional dan/atau Daerah.

IKU ini mengukur:
1. Nilai efektivitas dan efisiensi belanja dan investasi yang diukur dari:
a.        indeks capaian pengelolaan TKD yang diukur dari penyaluran, penyerapan atau output TKD tahun berjalan (target 89), (Bobot 42,86%). Dengan objek pengukuran IKU meliputi: 
1)        DAU yang telah ditentukan penggunaannya untuk bidang kesehatan, pendidikan, dan pekerjaan umum.
2)        DAK Fisik.
3)        DAK Non Fisik.
4)        Dana Otonomi Khusus.
b.        Nilai Kinerja Anggaran (NKA) PPA BUN – Target 82 (Bobot 42,86%). NKA PPA BUN diperoleh dari Nilai Kinerja pada Aplikasi Sistem Monitoring dan Evaluasi Kinerja Terpadu Bendahara Umum Negara (SMARTBUN) yang formula perhitungannya telah disesuaikan dengan ketentuan pada PMK 466 Tahun 2023 tentang Pedoman Teknis Pelaksanaan Pengendalian dan Pemantauan serta Evaluasi Kinerja Anggaran terhadap Perencanaan Anggaran.
c.        Tingkat penyelesaian sinergi pendanaan untuk pembangunan infrastuktur sistem pengelolaan sampah/air minum -target 100 (Bobot 14,28%).
1)        Penandatanganan perjanjian PUD untuk pembangunan infrastruktur sistem pengolahan sampah/air minum (PT SMI dan PT PII)
2) Penyusunan bisnis model untuk sinergi pendanaan pengelolaan sampah/air minum (DJPK, DJPPR, DJA) 
2)        Outcome - Target 100
Triwulan I :  Indeks ketahanan pangan;
Triwulan II : Infrastuktur: Track Quality Index (TQI);, Indeks Kemantapan Jalan (IKJ);
Triwulan III :  Indeks Pembangunan Teknologi Informasi dan Komunikasi (IPTIK);
Triwulan IV : 
     - Angka partisipasi Pendidikan;, 
     -  Perlinsos dan Kesehatan: Indeks Pembangunan Manusia (IPM);, 
     - Makan Siang Bergizi Gratis (MBG): , Perumahan:  , Energi: .","(capaian efektivitas dan efisiensi belanja dan investasi x 62,5%) + (capaian outcome x 37,5%)","Wilayah Administrasi: Nasional, Provinsi",persen,,07.14.01.01.02 - Persentase Realiasasi Penerimaan Negara dari Pengelolaan Kekayaan Negara,,,KEUANGAN,No
09.02.014,Indeks Kinerja Kebijakan Penerimaan Negara,Parent,Tingkat efektifitas pemberian insentif perpajakan terhadap perekonomian,perhitungan efektivitas,"Wilayah Administrasi: Nasional, Provinsi",persen,,07.12.01.01.03 - Indeks Kinerja Kebijakan Penerimaan Negara,,,KEUANGAN,No
09.02.015,Indeks Kualitas Belanja Pusat dan Daerah,Parent,Persentase keselarasan kebijakan alokasi belanja negara terhadap perencanaan pembangunan. Persentase keselarasan kebijakan alokasi belanja negara terhadap perencanaan pembangunan diarahkan meningkat.,"Indeks kualitas belanja dihitung berdasarkan kinerja belanja Pemerintah Pusat dan Transfer ke Daerah.

Rumus Penghitungan :
(capaian efektivitas dan efisiensi belanja dan investasi x 62,5%) + (capaian outcome x 37,5%)","Wilayah Administrasi: Nasional, Provinsi",-,,07.13.01.01.01 - Indeks kualitas belanja pusat dan daerah,,,KEUANGAN,No
09.02.016,Indeks Literasi Keuangan,Parent,"?Indeks Literasi Keuangan adalah ukuran yang digunakan untuk menilai tingkat pemahaman, keterampilan, dan keyakinan masyarakat dalam mengelola keuangan, yang mencakup pengetahuan tentang lembaga keuangan, produk, dan layanan jasa keuangan. Otoritas Jasa Keuangan (OJK) mendefinisikan literasi keuangan sebagai pengetahuan, keterampilan, dan keyakinan yang memengaruhi sikap dan perilaku untuk meningkatkan kualitas pengambilan keputusan dan pengelolaan keuangan guna mencapai kesejahteraan keuangan masyarakat","ILK = (Indeks Pengetahuan Keuangan + Indeks Sikap Keuangan + Indeks Perilaku Keuangan) / 3

Di mana:?
Indeks Pengetahuan Keuangan: Mengukur pemahaman individu tentang konsep dan produk keuangan dasar.?
Indeks Sikap Keuangan: Menilai pandangan dan keyakinan individu terhadap pengelolaan keuangan.?
Indeks Perilaku Keuangan: Mengevaluasi kebiasaan dan tindakan individu dalam mengelola keuangan sehari-hari.?
","Wilayah Administrasi: Nasional, Provinsi",persen,,03.04.03.01.001 - Indeks Literasi Keuangan,,,KEUANGAN,No
09.02.017,Indikator Kesehatan Perbankan,Parent,"Indikator Kesehatan Perbankan adalah indikator yang mengukur tingkat kesehatan sektor perbankan.Risk- weighted assets (Aktiva Tertimbang Menurut Risiko) adalah rasio kecukupan modal bank yang diukur berdasarkan perbandingan antara jumlah modal dengan aktiva tertimbang menurut risiko. Yang termasuk aktiva berisiko (risk assets) adalah semua aktiva/aset bank, kecuali kas dan surat berharga pemerintah. ATMR yang digunakan dalam perhitungan kewajiban penyediaan moda minimum (KPMM) sesuai ketentuan Bank Indonesia, terdiri dari ATMR untuk risiko kredit, risiko operasional dan risiko pasar.Nonperforming loans adalah kredit yang tingkat ketertagihan atau kolektibilitasnya tergolong kurang lancer, diragukan atau macet, sesuai ketentuan Bank Indonesia/Otoritas Jasa Keuangan. Kredit ini disebut bermasalah karena terdapat keraguan dalam pengembaliannya.Total gross loans adalah semua penyediaan uang atau tagihan yang dapat dipermasakan dengan itu, berdasarkan persetujuan atau kesepakatan pinjam meminjam antara bank dengan pihak lain.Assets adalah harta total, yang disajikan bersama kewajiban di neraca dalam bentuk stok/posisi pada suatu waktu tertentu dan biasanya disusun pada awal dan akhir periode akuntansi. Posisi aset tersebut merupakan akumulasi dari transaksi dan aliran lainnya dalam suatu periode waktu tertentu.Indikator Kesehatan Perbankan ini diukur dengan tiga(3) indikator, yaitu:1.Regulatory Tier 1 capital to risk- weighted assets:indikatoryangmengukurtingkatketahananperbankan dalam neraca.?2.Nonperforming loans to total gross loans: indikator proksi kualitas aset perbankan yang digunakan untuk mengidentifikasi masalah terkait kualitas aset dalam portofolio kredit.3.Return on assets: indikator profitabilitas bank yang digunakan untuk mengukur tingkat efisiensi bank dalam mengelola asetnya.",1.Regulatory Tier 1 capital to risk- weighted assets diperoleh dengan membagi Regulatory Tier 1 dengan risk- weighted assets dan dinyatakan dalam persentase.2.Nonperforming loans to total gross loans diperoleh dengan membagi nonperforming loans (nilai kredit bermasalah) dengan total gross loans dan dinyatakan dalam persentase.3.Return on assets diperoleh dengan membagi nilai pendapatan bersih (sebelum pos luar biasa dan pajak) dan rata-rata nilai aset dalam periode waktu yang sama dan dinyatakan dalam persentase.Rumus:1.Regulatory Tier 1 capital to risk- weighted assets2.Nonperforming loans to total gross loans3. Return on assets,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,10.5.1.(a) - Indikator Kesehatan Perbankan.,000232 - Indikator Kesehatan Perbankan,KEUANGAN,No
09.02.018,Jumlah Daerah dengan Proporsi Pajak Daerah Terhadap PAD Meningkat,Parent,"Pendapatan Asli Daerah (PAD) terdiri dari Pajak Daerah, Retribusi Daerah, Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan, serta Lain-lain Pendapatan Asli Daerah yang Sah. Hasil intensifikasi dan ekstensifikasi Pajak Daerah dalam optimalisasi pendapatan daerah dapat diukur melalui peningkatan proporsi Pajak Daerah terhadap PAD.",1. Hitung proporsi realisasi Pajak Daerah terhadap realisasi PAD pada seluruh Daerah. 2. Hitung jumlah Daerah yang mengalami peningkatan proporsi realisasi Pajak Daerah terhadap realisasi PAD jika dibandingkan dengan proporsi pada TA sebelumnya.,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",daerah,,07.09.03.01.01 - Jumlah Daerah dengan Proporsi Pajak Daerah Terhadap PAD Meningkat,,,KEUANGAN,No
09.02.019,Jumlah Daerah dengan Proporsi Retribusi Daerah Terhadap PAD Meningkat,Parent,"Pendapatan Asli Daerah (PAD) terdiri dari Pajak Daerah, Retribusi Daerah, Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan, serta Lain-lain Pendapatan Asli Daerah yang Sah. Hasil intensifikasi dan ekstensifikasi Retribusi Daerah dalam optimalisasi pendapatan daerah dapat diukur melalui peningkatan proporsi Retribusi Daerah terhadap PAD.",1. Hitung proporsi realisasi Retribusi Daerah terhadap realisasi PAD pada seluruh Daerah. 2. Hitung jumlah Daerah yang mengalami peningkatan proporsi realisasi Retribusi Daerah terhadap realisasi PAD jika dibandingkan dengan proporsi pada TA sebelumnya.,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",daerah,,07.09.03.01.02 - Jumlah Daerah dengan Proporsi Retribusi Daerah Terhadap PAD Meningkat,,,KEUANGAN,No
09.02.020,Jumlah Dokumen Daftar Rencana Proyek KPBU (DRK) yang diterbitkan setiap tahun,Parent,"Konsep dan Definisi:Kerjasama Pemerintah dan Badan Usaha (KPBU) adalah kerjasama antara pemerintah dan Badan Usaha dalam Penyediaan Infrastruktur untuk kepentingan umum dengan mengacu pada spesifikasi yang telah ditetapkan sebelumnya oleh Menteri/Kepala Lembaga/ Kepala Daerah/Badan Usaha Milik Negara/Badan Usaha Milik Daerah, yang sebagian atau seluruhnya menggunakan sumber daya Badan Usaha dengan memperhatikan risiko di antara para pihak (Perpres No. 38 Tahun 2015 tentang Kerjasama Pemerintah dengan Badan Usaha Dalam Penyediaan Infrastruktur). Berdasarkan Perpres 38/2015, skema KPBU diawali dengan tahap perencanaan. Pada tahap ini, Menteri/ Kepala Lembaga/Kepala Daerah/direksi BUMN/ BUMD meyusun rencana anggaran dana, identifikasi, pengambilan keputusan, penyusunan Daftar Rencana KPBU (DRK). Output tahap perencanaan adalah daftar prioritas proyek dan dokumen studi pendahuluan yang disampaikan pada Kementerian PPN/BAPPENAS untuk disusun sebagai Daftar Rencana KPBU yang terdiri atas KPBU siap ditawarkan dan KPBU dalam proses penyiapan (Lampiran Peraturan Menteri PPN/Kepala Bappenas No. 4 Tahun 2015 Tentang Tata Cara Pelaksanaan Kerjasama Pemerintah Dengan Badan Usaha Dalam Penyediaan Infrastruktur).",Metode Perhitungan:Jumlah dokumen proyek yang siap ditawarkan ditambah dengan jumlah dokumen proyek yang sedang dalam proses penyiapan.Rumus:Keterangan :JDRPK: Jumlah dokumen DaftarRencana Proyek KPBU setiap tahunnyaJT: Jumlah proyek yang siap ditawarkan JP : Jumlah proyek yang sedang dalam proses penyiapan,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",dokumen,,,17.17.1.(a) - Jumlah Dokumen Daftar Rencana Proyek KPBU (DRK) yang diterbitkan setiap tahun.,000342 - Jumlah Dokumen Daftar Rencana Proyek KPBU (DRK) yang diterbitkan setiap tahun.,KEUANGAN,No
09.02.021,Jumlah kantor bank dan ATM per 100.000 penduduk dewasa,Parent,"Anjungan Tunai Mandiri/Automated Teller Machine (ATM) adalah perangkat berupa mesin elektronik yang terhubung dengan pusat komputer layanan nasabah pada suatu lembaga penyimpan dana, sehingga dapat menggantikan sebagian fungsi kasir. Perangkat tersebut akan memungkinkan nasabah untuk melakukan transaksi dengan menggunakan suatu media baik berupa kartu atau media lainnya sebagai suatu identitas pengenal di dalam sistem. Jenis transaksi yang umum dilakukan melalui ATM antara lain berupa penarikan uang tunai daru rekening simpanan, pengecekan saldo, transfer kepada bank yang sama atau bank yang lain, serta pembayaran/pembelian berbagai barang dan atau jasa. Kantor Layanan Bank aadalah seluruh jaringan/unit kantor bank yang tercatat dapat memberikan layanan keuangan kepada nasabah (melakukan kegiatan operasional) dan terpisah secara fisik dengan kantor utamanya. Jenis kantor bank yang tidak termasuk dalam kategori kantor layanan bank antara lain meliputi: kantor pusat non operasional, kantor wilayah, kantor cabang di luar negeri, kantor cabang pembantu diluar negeri, kantor perwakilan bank umum diluar negeri, dan kas keliling/kas mobil/kas terapung, baik untuk bank yang beroperasi secara konvensional dan Syariah. Penduduk Dewasa adalah ssemua penduduk di suatu negara yang berusia 15 tahun atau lebih.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",unit,,,,000198 - Jumlah kantor bank dan ATM per 100.000 penduduk dewasa,KEUANGAN,No
09.02.022,Jumlah Provinsi Yang Memenuhi Belanja Infrastruktur Pelayanan Publik,Parent,"Pemenuhan Belanja Infrastruktur Pelayanan Publik merupakan salah satu pemenuhan belanja wajib sesuai Pasal 147 UU Nomor 1 Tahun 2022 tentang HKPD, yaitu: Daerah wajib mengalokasikan belanja infrastruktur pelayanan publik paling rendah 40% dari total belanja APBD diluar belanja bagi hasil dan/atau transfer kepada daerah dan/atau desa.",1. Hitung alokasi Belanja Infrastruktur Pelayanan Publik masing-masing Provinsi sesuai dengan peraturan perundangan-undangan. 2. Hitung jumlah Provinsi yang memenuhi Belanja Infrastruktur Pelayanan Publik sesuai dengan peraturan perundang-undangan.,"Wilayah Administrasi: Nasional, Provinsi",provinsi,,07.09.03.01.04 - Jumlah Provinsi Yang Memenuhi Belanja Infrastruktur Pelayanan Publik,,,KEUANGAN,No
